Unnamed: 0	word	context	positions	gold_sense_id	predict_sense_id	num_senses
3595	graft	A graft or bud of the finer varieties, of the greatest luxuriance of foliage, may not exhibit a single symptom of this disease, while the leaves of the stock will be entirely blackened.	2-7	0		2
3596	graft	off to prevent it from cutting the graft, which in many cases, is the cause of its being blown from the trees in stormy seasons, as the bark and wood is often in this case cut nearly half asunder by the bandage.	35-40	0		2
3597	graft	But this can only be true with very small trees or seedlings, which quickly reproduce a multitude of small roots, after the top is removed for the insertion of a graft; or where the fibres of larger trees have been killed by exposure after removal, and which are followed by a necessary lopping of the branches.	162-167	0		2
3598	graft	"The wax may be directly applied when just warm enough to run, by means of a brush; or il may be spread thickly with a brush over sheets of muslin, 01 thin, tough paper, ("" post-office paper "" is best,) which are afterwards, during a cold day, cut up into plasters of convenient size for applying; or, the wax, after cold, may be worked up, with wet hands, and drawn out into thin strips 01 ribbons of wax, and wrapped closely around the inserted graft."	446-451	0		2
3599	graft	54,) are useful for cutting grafts on tall trees; in removing the eggs of caterpillars, (see chapter on the apple;) and in taking off fine fruit	28-34	0		2
3600	graft	The graft is prepared by cutting it in a sloping manner in a reverse position, so that when placed on the cut of the stock it forms a neat splice.	4-9	0		2
3601	graft	Fig 3 This lateral motion explains the reason why a graft set in the longitudinal cleft of a stock, receives the sap from the split surfaces of the cleft, and succeeds as well as when cross-sections of both are brought into contact.	52-57	0		2
3602	graft	I have never seen evidence sufficient to convince me that the continual cultivation of a crab pear would ever alter its characteristics in the individual tree or its grafts.	166-172	0		2
3603	graft	ip the stock downwards; these two tongues are united into the stock and the graft by pressing the latter downwards into the former; when the union is effected the outer bark of the graft and stock will precisely meet, and the splice in every way exactly fits; this indeed is the grand art in performing the operation.	181-186	0		2
3604	graft	"But the operation is never successful unless the graft and stock are nearly allied, and the greater the affinity the more certain the success. """	49-54	0		2
3605	graft	When the old trees already mentioned (which have doubtless been raised from seed) begin to blossom, plants reared from them by cuttings or grafts, will, of course, produce blossoms and fruit much more speedily than when reared from	139-145	0		2
3606	graft	The graft should be in a less advanced condition than the stock, as during the process of adhesion, evaporation from the bark goes on rapidly when the sap in the graft is active, and death ensues, because the supply can not be maintained.	162-167	0		2
3607	graft	Children should be early taught that when they set out a fine tree, or insert a graft, they are doing a favour to posterity, and beginning that which shall continue to make others happy when they are in their graves.	80-85	0		2
3608	graft	The most important of these are dwarfing, inducing fruitfulness, and adapting the graft to the soil or climate.	82-87	0		2
3609	graft	Hence the importance, to nurserymen especially of securing healthy grafts, and working only upon healthy stocks.	67-73	0		2
3610	graft	"disposition, and is somewhat forgetful of qwq cealed a great deal of truth: "" The setter is a product of art, as much as the Queen Claude Ilium or double rose; he is a dumb dog, grafted on the running dog, and which returns to the wild stock, like the double rose, when the graft fails to take effect. """	274-279	0		2
3611	graft	Wherever there is an old pear tree, bearing those miserable representations of that fruit, that we see in most of our country towns, a few grafts of fine varieties put into its top, will in two or three years bear such specimens as can not be excelled for beauty and flavor.	139-145	0		2
3612	graft	Grafts taken - from the upright shoots near the top of the tree are apt to make a vigorous and upright growth, but are more tardy in bearing.	0-6	0		2
3613	graft	They are also frequently cultivated for stocks, whereon to bud other roses of more rare character, which purpose they will answer very well; though a plant thus formed renders its durability uncertain, being very liable to sucker, or throw out shoots from the ground, thereby taking away nourishment from the part of the plant which /z/ most requires it; of course, all suckers or shoots below the bud or graft must be displaced.	405-410	0		2
3614	graft	Many of them have another feature of obstinacy, and this is, that in rooting by layers, they nearly all, take two years to form rootlets; we have, in consequence, either to graft or bud them on other roses at any desired height	173-178	0		2
3615	graft	"then, as entering the room from one door, while the girl peeped shyly in from the other, "" Come hither -- hither, my flowering graft of a thorny crab; come hither, my peeping fawn, and learn news of the kind old forester who has always played the godfather to you."	127-132	0		2
3616	graft	Whenever it has not, when there has been an indulgence in fine writing merely, the graft, however ornamental, betrays itself.	83-88	1		2
3617	graft	23, a; the graft is split in the middle, and each side thinned away with the knife, as in fig.	11-16	0		2
3618	graft	The first year's growth from the graft or bud, is headed down to within about six good buds of its base; these buds, as a consequence, grow vigorously.	33-38	0		2
3619	graft	The thinner division of the graft is fitted to the opposite sloping side of the stock.	28-33	0		2
3620	graft	"warmth of the season, begin to elaborate and send down woody matter, which, passing through the newly granulated substance of the parts in contact, unites the graft firmly with the stock. """	159-164	0		2
3621	graft	When the graft is set, it is to be bound with bass-string, beginning at the bottom and winding it upwards in a gradual manner, When the graft is bandaged, it is to be covered with clay or other composition in the same manner as directed for the cleft-graft.	136-141	0		2
3622	graft	Thirdly, that the line of division between the inner bark and the wood, should coincide or exactly correspond in each; for if the inner bark of the one sets wholly on the wood of the other, the upward current through the wood and back through the bark, is broken, and the graft can not flourish nor grow.	272-277	0		2
3623	graft	"But the graft, being below the surface of the soil, rooted in it, independently of the fig stock. """	8-13	0		2
3624	graft	more trouble and attention is required in the grafting process, to pull off sprouts from the old stock, as they spring forth to rob the graft, than in the process itself; and this is far more the case in grafting to stocks standing in their original place, than in those procured from the woods.	136-141	0		2
3625	graft	Where it becomes desirable to preserve rare sorts, which have been grafted late in spring, a loose wrapper of white paper round the graft will protect it from the drying and scorching rays of the sun; or shrivelling and failure will often be prevented by covering the whole graft with a wax plaster; or by encasing it in moss kept damp by occasional applications of water.	274-279	0		2
3626	graft	Hence there are two chief requisites for success: the first, that the graft be so set in the stock, that the sap may flow upward without interruption; and the second, that the forming wood /z/ may flow downward uninterruptedly through the inner bark.	70-75	0		2
3627	graft	It would be more nearly correct to say, that the, duration of a variety is limited more or less by that of its original, and that any inherent disease in it will be continued, in all its buds and grafts, although the superior vitality of the stock may mitigate its virulence, or protract its dormant period.	196-202	0		2
3628	quilt	In short, before the time of preparation arrived, Miss Silence had fully worked herself up to the magnanimous determination of going to the quilting.	140-148	0		1
3629	quilt	The ceilings were unplastered, and on either side sloped within a few feet of the floor, but the gable windows admitted a sufficiency of light, and there was neither carpet nor furniture in the way, except, indeed, the furnishing which Ellen had contrived for the occasion, consisting chiefly of divans, formed of boards and blocks, which were cushioned with quilts and the like.	359-365	0		1
3630	quilt	"His horse is cared for with more solicitude than the host ever bestows on his own; the table is covered with the best provisions the house affords, set forth in the holiday dishes; the bed is endued with the brightest patchwork quilt -- the pride of the housewife's heart; and if there be any fat fowls -- any white honey -- any good tea -- about the premises, the guest will be sure to have it, even though it may have been reserved for "" Independence "" or "" Thanksgiving. """	228-233	0		1
3631	quilt	"why, the boys has been gone away this hour, and, you see, there ain't no winder up here, but I'll take down this here quilt, and then I guess you'll be able to see some. """	118-123	0		1
3632	quilt	said Mrs. Partington, as she reached out into the storm to secure a refractory shutter, and the wind rushed in and extinguished her light, and slammed to the door, and fanned the fire in the grate, and rustled the calico flounce upon the quilt, and peeped into the closet, and under the bed, and contemptuously shook Mrs. Partington's nightjacket, as it hung airing on the chair by the fire, and flirted with her cap-border, as she looked out upon the night.	238-243	0		1
3633	quilt	"Nimbly ran fingers up and down and across the quilt, and tongues moved no less nimbly; and though now and then glances strayed away from the work to the fields, and suppressed titters broke into loud laughter, as, one after another, the young men were seen with axes over their shoulders wending towards the woods, the work went on bravely, and Polly Harris soon called out, clapping her hands in triumph, "" Our side is ready to roll. """	46-51	0		1
3634	quilt	" Very busy and very happy was Ellen, now attending the  rolling "" of the quilt, now examining the stitching of some young quilter, and now serving round cakes and cider, and giving kind words and smiles to every one. """	75-80	0		1
3635	quilt	The proprietors began by furnishing each lodger with a small wrapper; but as the beggars frequently contrived to carry away the counterpane under their garments, an enormous quilt, the size of the entire room, was substituted for the portable coverlets.	174-179	0		1
3636	quilt	Betsey had counted all the squares, and three-cornered pieces, and circles, in the patch-work quilt upon her bed; she knew there were six more red than green ones, and that one of the circles was pieced seven times.	94-99	0		1
3637	quilt	I do admire the millintery, where the sogers in their fancy unicorns look jest like a patchwork quilt.	96-101	0		1
3639	quilt	Before I was fourteen; far and near, wherever a salmon was to be caught, a shad, or a mackerel; or whenever a raising, or a quilting, a husking, or a sleighing was in the wind, I was known by the name of Neck or Nothing.	124-132	0		1
3640	quilt	"It was not for them to remain to the "" play-party, "" when the quilt was swung up to the ceiling, and the young men came in, with candy and cinnamon in their pockets."	62-67	0		1
3641	quilt	After all, the neighbors began to think the quilting was not going to be any such great things more than other quiltings.	44-52	0		1
3642	quilt	A black calico dress she must have, as she had worn the old one five years, and now wanted to cut it up and put it in a quilt, for she always intended it to jine some patchwork she'd had on hand a long time, and now she was going to do it, and make a quilting party	120-125	0		1
3643	quilt	"I guess if you won't lend me the gown, you will let me have some black slack to quilt a stuff petticoat, a quarter of a pound of tea and some sugar; and I will bring them back as soon as I can. """	80-85	0		1
3644	quilt	The best thing I saw at the Culm, was the advertisement on the bed-room doors, saying, that, if the ladies would wear the quilts and blankets for shawls, when they went out to see the sunrise, they must pay for the washing.	122-128	0		1
3645	quilt	In the centre of the room, two chairs were placed, some three feet apart, over which a quilt was carefully spread, so as seemingly to form a divan, and when a lady was seated on each chair, the gentlemen withdrew to the lower apartments, to be separately suffered to enter again when all should be in order.	87-92	0		1
3646	quilt	-- The table cleared away, we began our work; taking the precaution to close the shutters, and where there were none to hang a quilt before the window.	127-132	0		1
3647	quilt	"Then mother's and my room, two pair -- four comforters -- two quilts -- the best chamber has got -- "" "" O!"	62-68	0		1
3648	quilt	"Helphenstein, who was chopping wood at the door, called out, as we were leaving, "" Don't forget to ask Jenny to come to the quilting; "" and Mr. Wetherbe paused from his churning, beneath a cherry-tree, to say, "" Good-bye, mother; be careful, and not lose any money, for it's a hard thing to slip into a pus, and it's easy to slip out. """	124-132	0		1
3649	quilt	Fashions were chattered about, the coalscuttle bonnet of some offensive neighbor (who was not invited to the quilting) was criticised, and the suspicion started that she laced too tight; and an old man who happened to have the best farm in the county was overhauled for the size of his knee-buckles, and the exorbitant ruffles on his shirt, and the costly silk lace to his hat.	109-117	0		1
3650	quilt	The baby was in his cradle, fast asleep, and Genevieve went and knelt down by the side of it, and looked at it carefully, as though she was afraid of awaking it, and then whispered to Hepsa her admiration of the little hands, which lay cunningly upon the quilt, and said how much she wanted to kiss him; would he wake, she wondered, if she just kissed his cheek, and didn't make any noise?	255-260	0		1
3651	quilt	Certainly, she would like of all things to go to the quilting, and the more, perhaps, that Helph was come for her; but in no time of her life had poverty seemed so painful a thing.	53-61	0		1
3652	quilt	"There's a bedstead in it covered with a patched quilt, made of as many colors as "" Joseph's coat, "" and an old-fashioned bureau with great claw feet, and a chair whose cushion is stuffed with cotton batting; a wash-stand, a table, and a looking-glass over it."	48-53	0		1
3653	quilt	He wears only a simple kilt of calico, and one chubby hand plays with the rounded foot, and the other lies on the patchwork quilt covering his cradle bed.	124-129	0		1
3654	quilt	She heard owls, frogs, tree-toads; and she might almost have heard the tread of the saturnine wood-spider, at work in his loom with his warp-tail and shuttle-feet, working a weft which the dews were even then embroidering, to shine out when the sun rose in silver spangles and ruby buds; and her own soul, woven as silently in God's quilt, was taking on impressions from those dark woods, that invisible universe, to shine out when her morning dawns.	333-338	0		1
3655	quilt	, had been arranged by Mrs. Purfle; and the sky-blue pillow fringed with gold, and the purple quilt which belonged to the character, made altogether a very magnificent affair, though Mr. Ashdod Cockles had not thought it prudent to suspend more than a single candle within the chintz curtains and the gauze blind.	94-99	0		1
3656	quilt	always liappened with him when he had a headache, he thought he was going to die * As soon as we pitched our tent I made him lie down; and, not knowing how to deal with his real and fancied ailments, gave him some hot tea, and then piled upon him quilts, blankets, empty sacks, saddlecloths, and every other covering I could find, until he cried for quarter, I had no difficulty in cooking my own supper, and, I remember, tried the savage taste of my Bedouins with the China weed, which they liked exceedingly when so abundantly sweetened as utterly to destroy its flavour.	247-253	0		1
3657	quilt	"-- They give notice, and prepare their tea, "" sweat meats "" and mincepies; and, in one afternoon, frequently, get a fine quilt entirely completed; after which, the men are admitted; and then follow a little dancing and romping Then, there is what they call a Husking, which is confined to the New England states, (the legitimate Yankee population,) for, at the South, the blacks do the business After the corn, not what the English call corn -- but"	121-126	0		1
3658	quilt	"I wanted to take the bed out of my front room and have the quilting there, "" Mrs. Wetherbe said, "" but this headstrong piece (pointing to Ellen) wouldn't hear of it. """	59-67	0		1
3659	quilt	"I guess he is no such great things of a doctor after all, "" she said; and elevating her voice and addressing a maiden on the opposite side of the quilt, she continued, "" Did you hear, Elizabeth, about his going to visit Mrs. Mercer, and supposing her attacked with cholera, when in a day or two the disease fell in her arms? """	146-151	0		1
3660	quilt	The small fair hand that lay on the quilt was loaded with gems.	36-41	0		1
3661	quilt	and myself, mounted upon a couple of stout mules, left the Pueblo behind us, and after three hours ' riding, over hills and dales so rich in flowers that it aeemed as if nature had contemplated the manuacture of a patch-work quilt upon a grand scale, e reached the spot which was to he our abiding place for nearly a month.	225-230	0		1
3662	quilt	bed curtains, and two marseilles quilts; and now they will have to make him up the loss of his chickens.	33-39	0		1
3663	quilt	So she put on two feather beds on top the straw bed, and a bran new calico quilt that she made the first summer after she was married and never put it on a bed before.	75-80	0		1
3664	quilt	Indeed, partly lying on it as the arm did when I first awoke, I could hardly tell it from the quilt, they so blended their hues together; and it was only by the sense of weight and pressure that I could tell that Queequeg	94-99	0		1
3665	quilt	In our last chapter we gave some account of Mrs. Weatherbe's quilting, and of the sorrow and disappointment of the good lady on the oecasion; and we now propose to return to Helph, and give you some particulars of the night as it passed with him.	61-69	0		1
3666	quilt	" There ' s the south room,  said Aunt Hitty, musing; "" that bed has the two old Aunt Ward blankets on it, and the great blue quilt, and two comforters."	127-132	0		1
3667	quilt	After all, the neighbors began to think the quilting was not going to be any such great things more than other quiltings.	44-52	0		1
3668	quilt	A few little pictures hung around, and a narrow cot bed, covered with a patch-work quilt, stood against the wall.	83-88	0		1
3669	quilt	And yet she is afraid to cross the narrow room, and lift the quilt which conceals the face of	61-66	0		1
3670	quilt	But all in vain the lady urged the point; the old-fashioned aunt said she would have no such mess written, that Helph might get on his horse and ride through the neighborhood and ask the young people to come to the quilting and wood-chopping.	215-223	0		1
3671	quilt	Nor was the better part of creation behind-hand in contributing their quota of hose, quilts, and baby-linen, to make up a complete assortment of goods for the Fair	85-91	0		1
3672	quilt	If they were permitted to go to a quilting, they were instructed to come home in time to milk, and thus were deprived of all the real enjoyment of the occasion.	34-42	0		1
3673	quilt	But she could not be spared for a week, and it was agreed that Helph should be sent to bring her on the day of the quilting; and so, between smiles and tears, we left her.	115-123	0		1
3674	quilt	When every body is in his feathers, the quilt, which is suspended from the ceiling, is let - down by pulleys.	40-45	0		1
3675	quilt	Sundry old quilts were fastened by forks to the rafters in such a way as to serve as a partial screen, and with this I was	11-17	0		1
3676	quilt	"The gossip concerning the quilt began to lose interest; what matter whether it were composed of stars or stripes, "" rising suns "" or "" crescents, "" Mrs. Wetherbe knew her own business of course, and those who had at first hoped they would not be invited because they were sure they would not go if they were, wavered visibly in their stout resolves."	26-31	0		1
3677	quilt	The quilt was finished, but Mehitable and Elizabeth remained close within the chamber, whether to contemplate the completed work, or to regale themselves with each other's accumulations of scandal, I shall not attempt to guess.	4-9	0		1
3678	quilt	streak of sunshine stretched further and further till it began to climb the opposite wall, when the quilt was rolled to so narrow a width that but few could work to advantage, and Ellen, selecting the most expeditious to complete the task, took with her the rest to assist in preparing the supper, which was done to the music of the vigorous strokes echoing and re-echoing from among the wooded hills.	100-105	0		1
3679	quilt	The room in which I lay was divided into several small compartments, by temporary partitions, made of quilts suspended from the joists above.	102-108	0		1
3680	quilt	Not only did we select calico for the border of the quilt, with cotton batting and spool thread, but we also procured sundry niceties for the supper, among which I remember a jug of Orleans molasses, half a pound of ground ginger, five pounds of cheese, and as many pounds of raisins.	52-57	0		1
3681	quilt	Not only did we select calico for the border of the quilt, together with cotton batting and spool-thread, but we also procured sundry niceties in the edible way, among which I remember a jug of Orleans molasses, half a pound of ground ginger	52-57	0		1
3682	quilt	Aside from this little episode, all went merry, and from the west window a golden streak of sunshine stretched further and further, till it began to climb the opposite wall, when the quilt was rolled to so narrow a width that but few could work on it to advantage, and Ellen, selecting the most expeditious to complete the task, took with her the rest to assist in preparing the supper, which was done to the music of vigorous strokes echoing and re-echoing from the adjacent woods.	183-188	0		1
3683	quilt	"ain't like as if the queen was going to make a quilting, I reckon. """	47-55	0		1
3684	quilt	A black calico dress she wanted and must have, inasmuch as she had worn the old one five years, and now wanted to cut it up and put it in a quilt, for she had always intended it to jine some patchwork she had on hand a long time, and now she was going to do it, and make a quilting party and have the work all done at once.	140-145	0		1
3685	quilt	At the quilting, apple, and shelling bees there are numbers of the fair sex, and games, dancing, and merrymaking are invariably kept up till the morning.	7-15	0		1
3686	quilt	The bed (it must be remembered the Aikins were yet obliged to make one room serve for kitchen, bedroom, and parlour), the bed was made up as nicely as a shaking Quaker's, and covered by a patchwork quilt -- the work and pride of the little Aikins, and the admiration of the matrons.	198-203	0		1
3687	quilt	"The wonder was that she didn't make a party of "" whole cloth, "" and not stick her quilt in at all."	82-87	0		1
3688	quilt	"So back she went to her cabin and from the same "" red chist "" took a many-colored patchwork quilt."	92-97	0		1
3689	quilt	But in vain this point was urged; the old-fashioned aunt said she would have no such mess written; that Helph might get on his horse and ride through the neighborhood and ask the young people to come to the quilting and wood-chopping, and that was enough.	207-215	0		1
3690	quilt	Her enthusiasm terrifies, her energy offends, and if her taste is ever challenged, it is to the figures upon a quilt or in a flower-garden, where the passion seems to be to make flowers grow in stars, and hearts, and crescents.	111-116	0		1
3691	quilt	With incoherent sentences like these, uttered slowly and with painful distinctness, although in a very low voice, the wretched woman sank back in her pillow, picking at the tattered quilt with her wasted hands.	182-187	0		1
3692	quilt	The customs which prevailed, even a dozen years ago, in Clovernook and other rural neighborhoods of the west, are now obsolete; but I do not in any degree overdraw the manners of the period in which this quilting occurred at Mrs. Wetherbe's.	204-212	0		1
3693	quilt	This fellow is the most congenial of them all, has a little room somewhere in North Moore Street, in which may found two or three pictures of fierce looking tragedians; a cot covered with a quilt of various colors, and looking as if it had been used for a horse blanket; a carpet the colors have long since been worn out of; a dumb clock over the dingy mantel piece; a portrait of the deceased husband of the hostess; and a table well supplied with pipes, tobacco, and French plays.	190-195	0		1
3694	quilt	"Already the quilt was in the frames and laid out, as the marking was called, the chamber was ready for the guests, and Ellen said she thought she had been pretty smart -- if she did say it herself. """	12-17	0		1
3695	quilt	It was large, covering the space occupied by three rooms on the ground floor, and next to the roof, so the quilt could be conveniently attached to the rafters by ropes, and thus drawn up out of the way in case it were not finished before nightfall.	107-112	0		1
3696	quilt	When the quilt was finished, romping games were introduced according to the fashion of the times; and the young men took care that the forfeits paid by the pretty girls should generally involve kissing some of their own number.	9-14	0		1
3697	quilt	"Joseph, "" said Uncle Jaw, the next morning at breakfast, "" I s'pose Squire Jones's daughters were not at the quilting? """	109-117	0		1
3698	quilt	"Already the quilt was in the frames and laid out, as the marking was called; the chamber was all ready for the guests and Ellen said she thought she had been pretty smart if she did say it herself. """	12-17	0		1
3699	quilt	"I knew right well how ludicrous it would be to attempt the twisting of Aunt Wetherbe's quilting and wood-chopping into a fashionable party, but I had little eloquence or argument at command with which to combat the city dame's positive assertions and impertinent suggestions. """	87-95	0		1
3700	quilt	The chamber was large, covering an area occupied by three rooms on the ground floor; and being next to the roof, the quilt could be conveniently attached to the rafters by ropes, and thus drawn up out of the way in case it were not finished before nightfall.	117-122	0		1
3701	quilt	you forget she is to be conveyed under the quilt!	43-48	0		1
3702	quilt	Amid jesting and laughter we took our places at the quilt, while Ellen kept watch at the window and brought up the new comers -- sometimes two or three at once.	52-57	0		1
3703	quilt	In the idea that the ghost would attack her head rather than her feet, she tied up her feet in her bonnet-de-nuit, put them upon the pillow, and her head under the quilt -- a novel way of cheating a spiritual visitant.	164-169	0		1
3704	quilt	A little pine table in the corner of the room is covered with the merino cloth which Mary and Haddy embroidered with braids for me; there is my flute, my port-folio, and the little pile of books that was always on my table at home, -- then the quilt the girls made of bits of their pretty frocks is on my bed	244-249	0		1
3705	quilt	Nothing was to be done, of course, but to instruct her into the philosophy of the case; and, having spitted the joint, and given numberless directions, I walked off to my room to superintend the operations of Kotterin, to whom I had committed the making of my bed and the sweeping of my room, it never having come into my head that there could be a wrong way of making a bed, and to this day it is a marvel to me how any one could arrange pillows and quilts to make such a nondescript appearance as mine now presented.	451-457	0		1
3706	quilt	moon looked down upon the hills sleeping beneath their robes whiter than Marseilles quilts, with a calm, gushing eye, like a mother upon her little children in bed; and the clouds, soft as summer, looked lovingly upon the moon.	84-90	0		1
3707	quilt	Footnotes The women, whether married, or about to be married, have, what they call, a quilting, which corresponds exactly, with this.	86-94	0		1
3708	quilt	"The speculation concerning the quilt began to decline; what matter whether it were to be composed of stars or stripes, "" rising suns, "" or "" crescents? """	31-36	0		1
3709	quilt	"For all that, though, she shouldn't go to the quilting; nor, more, should Susan. """	46-54	0		1
3710	quilt	On the chair was seated a woman of some twenty-five years, who had wound a ragged quilt about her form, and gathering her babe under its folds, gazed in silence at the prostrate form of her husband.	82-87	0		1
3711	quilt	Ellen Blake of course presided at the wedding, and the quilts quilted that night at Aunt Wetherbe's had been kept unused for a present to Helph's wife on her bridal night.	55-61	0		1
3712	quilt	"It followed, of consequence, that, having unburdened her mind freely both to Deacon Enos and to Susan, she began to feel very much more comfortable and good-natured; and consequent upon that came divers reflections upon the many gossiping opportunities and comforts of a quilting; and then the intrusive little reflection, "" What if she should go -- after all, what harm would be done? """	271-279	0		1
3713	quilt	is drawn up in the morning, that the sleepers may not be caught by their necks and carried up with the quilt to the top of the building.	103-108	0		1
3714	quilt	"There are "" quilting bees, "" where the thick quilts, so necessary in Canada, are fabricated; "" apple bees, "" where this fruit is sliced and strung for the winter; "" shelling bees, "" where peas in bushels are shelled and barrelled; and "" logging bees, "" where the decayed stumps in the clearings are rooted up by oxen."	45-51	0		1
3715	quilt	Certainly she would like of all things to go to the quilting, and the more, perhaps, that Helph was come for her; but in no time of her life	52-60	0		1
3716	quilt	Over this was spread a sheet, as well as a quilt for covering; and throwing myself down, I was soon fast asleep.	43-48	0		1
3717	quilt	The counterpane was of patchwork, full of odd little parti-coloured squares and triangles; and this arm of his tattooed all over with an interminable Cretan labyrinth of a figure, no two parts of which were of one precise shade -- owing I suppose to his keeping his arm at sea unmethodically in sun and shade, his shirt sleeves irregularly rolled up at various times -- this same arm of his, I say, looked for all the world like a strip of that same patchwork quilt.	460-465	0		1
3718	quilt	"The next morning, as Deacon Enos was eating his breakfast, he quietly remarked to his wife, "" Sally, I believe it was week after next you were meaning to have your quilting? """	164-172	0		1
3719	quilt	There was a great deal of surmising and debating likewise as to the quilt itself; and some hoped it was a little nicer than any patchwork they had seen of Mrs. Wetherbe's making.	68-73	0		1
3720	quilt	Do you think old Miss Stallins hain't put in a heap of quilts and pillar-cases!	55-61	0		1
3721	quilt	"; and, making an effort, he did not; but hovered about the faces of the children, put his mouth towards one, and then the other, and kissed the air between, as if that was sweet enough; experimented with the light on this side and on that, to get every possible view of them; with his thumb and finger took hold of the little velvety hands, that lay over the quilt. """	359-364	0		1
3722	quilt	room, you caught a glimpse of a pleasant bedroom, with its carpet of the same cheerful pattern, and Norah's little straw hat and blue ribbons lying on the white Marseilles quilt, which half covered the low but richly-carved rose-wood bedstead.	172-177	0		1
3723	quilt	"The wonder was that she didn't make a party of "" whole cloth, "" and not stick her quilt in at all."	82-87	0		1
3724	quilt	"You will remember, that the face of the sick woman, was altogether concealed by the quilt; her black hair, streaked with grey, alone was visible. """	84-89	0		1
3725	quilt	The mattress was of moss; old and worn, and in tatters, but still carefully preserved and scrupulously clean, was the quilt spread over it -- a thing of shreds and patches.	118-123	0		1
3726	quilt	"' Ellen was very busy and very happy, now overseeing the rolling of the quilt, now examining the stitching of some young quilter, and now serving round cakes and cider, and giving to every one kind words and smiles. """	72-77	0		1
3727	quilt	The sick man slept well, but woke unrefreshed, at a very early hour, and grew more and more feverish and restless, till the gas being wholly turned off in the room, where Jerry slept with his clothes on, hour after hour, under pretence of watching; and the little night-taper having disappeared with the nurse, the cold, blue light of a winter's morning entered the room, through the parted curtains, like a spirit, and overspread the ceiling, upon which the calm, thoughtful eyes of the sufferer were fixed, while his lips moved in silent prayer, and his locked hands, which lay on the outside of the quilt, were occasionally lifted in patient thankfulness, till he began to breathe more freely, and to look about him, as if trying to recall what had happened.	602-607	0		1
3728	rally	"And this is no more of a mob than a rally of shepherds to chase a wolf out of their pastures would he one. """	36-41	0		3
3729	rally	Let, then, the people of Great Britain and of these United States rally around the standard of religious freedom for the world; let them lift up the cry of indignation at every infringement of the	66-71	2		3
3730	rally	From mountain, from river, from valley, The songs of the true heart ascend, And the brave to the dread conflict rally, And the doom and the danger impend; The blood of the free streams like water, And the hills wear the garment of slaughter.	112-117	0		3
3731	rally	Where the petitioners are very /z/ numerous, what is a petition in form may assume, in fact, the character of a rally or a threat.	112-117	0		3
3732	rally	In this last determined rally Pattie lost ten men, and received a wound himself.	24-29	1		3
3733	rally	It was put down, not after a calm and deliberate examination of the measure, as one deserving thorough consideration, in the peculiar condition of the country; but it was met by a party rally; rejected, and thrown out; not merely as an extravagant and unprofitable suggestion, but as a heresy.	186-191	0		3
3734	rally	the fight itself -- for placing vividly before you all the alternations between defeat and victory in a hard fought field -- for hurrying the reader breathlessly along with the current of events, so that he fancies himself a spectator of, almost an actor in the scene, and feels a personal interest in the fate of the several combatants -- for seizing instinctively on the strongest and most picturesque points of the combat -- for placing fair in view the wheeling, advancing, and retreating of the several squadrons and bodies of troops -- the dread closing and deadly strife of the mortal foes -- the charge, the rally, the rout, the flight, and the pursuit -- in all of these Scott has never been approached.	616-621	0		3
3735	rally	But when Freedom's champions rally ' Gainst the despot's sway, Then they mourn the friend and ally That has passed away.	29-34	1		3
3736	rally	cried the hero to his fellow conspirators; who, having been somewhat horrified by the sudden rally of the enemy, now recovered courage, and rushed upon him pell-mell; so that, when he recovered from the shock of his fall, not Gulhiver himself, waking from his first nap in Lilliput, was more multitudinously overrun by the bodies, or more hopelessly secured in the toils, of his pigmy foes.	93-98	0		3
3737	rally	But Jem was in his place, and in another moment a long whoop came ringing down the glen, and the shrill yelping rally of the hounds as they all opened on a view together!	112-117	0		3
3738	rally	provoke a general rally against it, but working as one of the elements in a mixed mass, infusing its leaven, and often making what would be the weaker part the stronger, by the addition of its influence.	18-23	0		3
3739	rally	Thy friends will have a large meeting next week, and are determined to make a strong rally in thy favor.	85-90	0		3
3740	rally	"of measures as for another, for one set of principles as for their opposite; and only anxious to take advantage of the brief rally of the "" credit system, "" which they hoped as the consequence of a political revolution, for their relief from their own immediate embarrassments."	125-130	0		3
3741	rally	A brilliant rally followed -- we calling off our wearied dogs, and hasting to the lower road, where we found Garry with the sleighs, and dashing off in our turn through all sorts of bye-paths and wood-roads to head them once again!	12-17	1		3
3742	rally	With an unerring instinct and sagacity peculiar to an incensed and outraged people; they struck at the centre of this unholy combination -- the sun of the system around which all the lesser luminaries revolved, and from which they drew their light and heat, and the princples of vitality; they struck their first blow at the Bank of the United States, the main pillar of strength to the nllied forces; their high tower of defence into which they retreated in the hour of distress for council and succor, and whence went forth the signal for the rally or the onset; they first resolved on the destruction of that Mother of Jacobins, ' who could call to her aid a thousand affiliated and kindred inst; tutions, living on the pabulum she furnished	545-550	1		3
3743	rally	Well, well, I meant no offence, ' rejoined the tinker, seemingly abashed at the poor reception of his rally.	102-107	2		3
3744	rally	The restless and insatiable ambition of Bonaparte cooperating with and stimulated by the necessities of his position, rallied, at length, all Europe against him, people as well as kings, including even the British Whigs a rally which brought about his double dethronement, and, with the further progress of the reaction, the modified reestablishment of the old French monarchy.	222-227	0		3
3745	rally	"He farther volunteered, in the rally of his spirits, to ask Adolphus into the "" old lady's "" house; meaning thereby a playful allusion to his respectable sister-in-law, Mrs. Fleming."	31-36	0		3
